,id,timestamp_utc,user_screen_name,text,lang,to_username,to_userid,to_tweetid,user_id,user_name,user_followers,user_friends,collected_via,retweeted_id,retweeted_user,retweeted_user_id,quoted_id,quoted_user,quoted_user_id,mentioned_names,mentioned_ids,hashtags
561,951,1667660582,kpuXdjDV,RT @vBfMyezH:  Eco-friendly gardening practices benefit the environment.,en,,,,12146,kpuXdjDV,11251,6193,,853,vBfMyezH,10261,,,,vBfMyezH,10261,cop27|thecallofduty|thefaceofchange
562,952,1667660780,SFokgYdZ,RT @XNPkgMIm:  @BqQzOGCL @SfwENTZt Renewable energy cooperatives promote community involvement.,en,,,,12167,SFokgYdZ,1079,1781,,524,XNPkgMIm,10976,,,,XNPkgMIm|BqQzOGCL|SfwENTZt,10976|13405|13948,cop27
563,953,1667660794,PZDisqjB, Climate adaptation plans enhance disaster response.,en,,,,12570,PZDisqjB,550,628,,,,,,,,,,cop27|cper|mobilités
564,954,1667660796,pnNObwst,RT @fghbPQei:  @iFyulgWm Solar energy harnesses sunlight for power.,en,,,,12774,pnNObwst,468,218,,676,fghbPQei,10939,,,,fghbPQei|iFyulgWm,10939|11454,cop27
565,955,1667660867,gKLTDFWn, Climate action is a collective responsibility.,en,gKLTDFWn,12650,946,12650,gKLTDFWn,8413,4218,,,,,,,,,,adaptationgap|cop27
566,956,1667660875,NfxpveoP,RT @meIhSOqi:  Carbon footprint reduction is achievable.,en,,,,10668,NfxpveoP,1185,4986,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
567,957,1667661056,sIGrtXUq,@sIGrtXUq @JRjDTLnZ Climate-smart agriculture practices improve yields.,en,,,,10692,sIGrtXUq,914,203,,,,,669,BAkXnMdQ,13956,sIGrtXUq|JRjDTLnZ,10692|11862,charmelcheikh|cop27|égypte
568,959,1667661157,sIGrtXUq,@sIGrtXUq @JRjDTLnZ Green building materials reduce environmental impact.,en,,,,10692,sIGrtXUq,914,203,,,,,669,BAkXnMdQ,13956,sIGrtXUq|JRjDTLnZ,10692|11862,charmelcheikh|cop27|égypte
569,960,1667661180,hytILNeP,RT @upxMXEDW: @wmtciBSg  Climate-friendly transportation includes electric scooters.,en,,,,11341,hytILNeP,8004,7714,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
570,962,1667661241,tzcKWxfE,RT @wbnfSLhr: @nNrJDOTq @XeYQZhCm  Offsetting emissions with tree planting is effective.,en,,,,14588,tzcKWxfE,2159,193,,229,wbnfSLhr,13557,,,,nNrJDOTq|XeYQZhCm|wbnfSLhr,10344|11040|13557,cop27
571,963,1667661287,tEqmRBIV,RT @cCqmOjuX: @NRCnzYQp  Climate resilience means preparing for change.,en,,,,12841,tEqmRBIV,633,2120,,542,cCqmOjuX,11674,,,,NRCnzYQp|cCqmOjuX,10880|11674,cop27
572,964,1667661309,gvLUElcT,RT @vBfMyezH:  Carbon labeling informs consumers about product emissions.,en,,,,13249,gvLUElcT,55613,3377,,853,vBfMyezH,10261,,,,vBfMyezH,10261,cop27|thecallofduty|thefaceofchange
573,965,1667661340,YvWFXLmU,RT @JkrqitFT:  Climate literacy fosters environmental awareness.,en,,,,10434,YvWFXLmU,54,931,,226,JkrqitFT,11897,,,,JkrqitFT,11897,biodiversité|climat|climatechange|confpresse|cop15|cop27|odd|sdgs|sud
574,966,1667661376,RXBFDuyv,RT @cCqmOjuX: @NRCnzYQp  Climate science advances through research.,en,,,,12398,RXBFDuyv,38,40,,542,cCqmOjuX,11674,,,,NRCnzYQp|cCqmOjuX,10880|11674,cop27
575,968,1667661589,GghvyiVP,@ Wind farms provide sustainable electricity.,en,mKTXQxDk,12716,404,14778,GghvyiVP,15,34,,,,,,,,mKTXQxDk,12716,cop27|taalas|titanic|wanless|wmo
576,969,1667661600,DYMhclif,RT @meIhSOqi:  Sustainable fishing practices protect marine life.,en,,,,13458,DYMhclif,426,70,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
577,970,1667661705,meZSqKQA, Green infrastructure mitigates urban heat.,en,,,,12659,meZSqKQA,3179892,841,,,,,,,,,,cop27
578,971,1667661875,ktnuxCYU,@brwpJfny @TAZiqlyG Climate change impacts freshwater resources.,en,,,,10816,ktnuxCYU,96450,851,,,,,,,,brwpJfny|TAZiqlyG,10471|11716,cdanslair|chine|climat|cop|cop27|environnement|inondation|secheresse
579,972,1667661879,fBALQgVZ, Clean technology accelerates the transition to a low-carbon economy.,en,,,,13852,fBALQgVZ,44,150,,,,,958,rFXIsYqf,10998,,,cop27|macron
580,973,1667661918,FJQzEgKh,@ The relationship between climate change and public health is complex.,en,fghbPQei,10939,676,11145,FJQzEgKh,70,164,,,,,,,,fghbPQei|iFyulgWm,10939|11454,cop27
581,974,1667661925,EqioGARj,RT @upxMXEDW: @wmtciBSg  The Greenland ice sheet is shrinking.,en,,,,10012,EqioGARj,2589,3415,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
582,976,1667662086,pxdbjXus,RT @upxMXEDW: @wmtciBSg  Green building standards promote energy efficiency.,en,,,,13602,pxdbjXus,4,88,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
583,977,1667662162,asNYVZiT,RT @XygampAU:  Climate change affects crop production.,en,,,,13704,asNYVZiT,2126,5001,,975,XygampAU,10311,,,,XygampAU,10311,cop27
584,978,1667662200,PqwSVTWU, Biking reduces carbon emissions.,en,,,,12587,PqwSVTWU,46367,476,,,,,,,,,,cop27|égypte
585,979,1667662319,aHGPtnfv,RT @meIhSOqi:  Reducing food waste helps combat climate change.,en,,,,14484,aHGPtnfv,118,597,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
586,980,1667662376,idEAvWJp,@iFyulgWm Sustainable transportation options include electric buses.,en,,,,12751,idEAvWJp,255,1585,,,,,676,fghbPQei,10939,iFyulgWm,11454,cop27
587,981,1667662430,yBLTJcdD,RT @LBGwqWJM: @iFyulgWm  Renewable energy investments create jobs.,en,,,,13198,yBLTJcdD,775,715,,695,LBGwqWJM,11717,,,,iFyulgWm|LBGwqWJM,11454|11717,cop27
588,982,1667662438,jtJPvwun,@iFyulgWm Electric cars reduce greenhouse gas emissions.,en,,,,11282,jtJPvwun,18411,3604,,,,,676,fghbPQei,10939,iFyulgWm,11454,cop27
589,983,1667662465,LgboAOtN,RT @cCqmOjuX: @NRCnzYQp  Climate change threatens biodiversity.,en,,,,13124,LgboAOtN,385,1979,,542,cCqmOjuX,11674,,,,NRCnzYQp|cCqmOjuX,10880|11674,cop27
590,985,1667662609,jtJPvwun,@iFyulgWm Climate-neutral companies prioritize sustainability.,en,,,,11282,jtJPvwun,18411,3604,,,,,676,fghbPQei,10939,iFyulgWm,11454,cop27
591,986,1667662739,hWrQxHbZ,RT @vBfMyezH:  Sustainable land use protects ecosystems.,en,,,,13664,hWrQxHbZ,302,922,,853,vBfMyezH,10261,,,,vBfMyezH,10261,cop27|thecallofduty|thefaceofchange
592,987,1667662920,DOYohLPS,RT @fghbPQei:  @iFyulgWm Climate agreements set emission reduction targets.,en,,,,14870,DOYohLPS,76,583,,676,fghbPQei,10939,,,,fghbPQei|iFyulgWm,10939|11454,cop27
593,988,1667662944,csSXKPdV,RT @meIhSOqi:  Mangroves sequester carbon and protect coastlines.,en,,,,11372,csSXKPdV,589,1214,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
594,990,1667663055,tTOMlWsz, Renewable hydrogen powers industries.,en,,,,10422,tTOMlWsz,4668,4696,,,,,,,,,,cocacola|cop27
595,992,1667663171,rOhFgcwo,@DpSctBRU Climate adaptation includes disaster resilience.,en,,,,10409,rOhFgcwo,1156,1779,,,,,,,,DpSctBRU,11336,cop27
596,993,1667663319,XdiYkroj,RT @eaZhiJxo:  Carbon labels inform consumers about product emissions.,en,,,,11851,XdiYkroj,508,199,,967,eaZhiJxo,14154,,,,eaZhiJxo,14154,africa|cop27|environnement|green|travel|vert
597,994,1667663432,hUrKSqZo,RT @XygampAU:  Climate education fosters informed citizens.,en,,,,14023,hUrKSqZo,839,2396,,975,XygampAU,10311,,,,XygampAU,10311,cop27
598,995,1667663540,EFnYoIGb,RT @jGaVRxhW: @GkhbetjR @pDdsGOQE @ShQeEZRr @yaEDVlNG @heXSPjUw  @OwbHmQgh @bCilgLDK @YAURDnlp @JNluRFcI @LlJRPfjH @KQzXxjNi @PNOAQebL @NmzitEwU Clean energy investments drive economic growth.,en,,,,14601,EFnYoIGb,1214,596,,261,jGaVRxhW,12444,,,,GkhbetjR|pDdsGOQE|ShQeEZRr|yaEDVlNG|heXSPjUw|jGaVRxhW|OwbHmQgh|bCilgLDK|YAURDnlp|JNluRFcI|LlJRPfjH|KQzXxjNi|PNOAQebL|NmzitEwU,10025|10532|11463|11736|12409|12444|12649|12897|13443|13598|13646|13957|14541|14547,cop27|greensoldiers|sénégal|thies
599,996,1667663624,LYfaSqgm, Forests sequester carbon to mitigate climate change.,en,,,,14754,LYfaSqgm,13141,6405,,,,,,,,,,cop27|egypte
600,997,1667663628,xECDWPKa,RT @JWICVRTv: @NBkRXsAv @fOFEjKdp @ZjTqMAkg @ldIVTwBM @lOxZMQhs  @gmNFeOkH Climate justice addresses historical emissions.,en,,,,11564,xECDWPKa,3236,2259,,989,JWICVRTv,14195,,,,NBkRXsAv|fOFEjKdp|ZjTqMAkg|ldIVTwBM|lOxZMQhs|JWICVRTv|gmNFeOkH,10235|10979|11045|11844|13003|14195|14224,cop27|françoissureau|langlang
601,998,1667663693,rlmFjGBf,RT @XygampAU:  Climate adaptation focuses on building resilience.,en,,,,13777,rlmFjGBf,1063,2184,,975,XygampAU,10311,,,,XygampAU,10311,cop27
602,999,1667663701,EYBCuost,RT @kOMNIEsq:  Climate models predict future impacts.,en,,,,13438,EYBCuost,64,67,,189,kOMNIEsq,13299,,,,kOMNIEsq,13299,childrenvoicesoncop27|cop27
603,1000,1667663869,QnTZkMdc,RT @zvyIsmpB:  Urban gardening reduces carbon footprints.,en,,,,12137,QnTZkMdc,214,263,,893,zvyIsmpB,11806,,,,zvyIsmpB,11806,climateemergency|cop27|forestfire|madagascar
604,1001,1667663902,BgYeMRVz,RT @TMwSAWhr:  Renewable energy technologies are evolving.,en,,,,12824,BgYeMRVz,23,200,,991,TMwSAWhr,12597,,,,TMwSAWhr,12597,cop27
605,1002,1667663916,KBfhXHmT,RT @OpghzRwU:  Sustainable fashion choices reduce environmental impact.,en,,,,10020,KBfhXHmT,89,215,,320,OpghzRwU,12668,,,,OpghzRwU,12668,cop27|lmaetva
606,1005,1667663944,epyaKiDo,RT @uHScoMEq:  Climate-friendly cities prioritize public transit.,en,,,,10616,epyaKiDo,8159,2,,917,uHScoMEq,14071,,,,uHScoMEq,14071,blackownedbusiness|change|climate|climatechange|cop27|cop27egypt|egypt|redbubble|redbubbleartists|redbubbleseller|saveearth|savetheplanet|sharm|sharm_elsheikh|sharmelsheikh|trending|tshirtlover|tshirtusa|worldwideshipping
607,1004,1667663944,epyaKiDo,RT @uHScoMEq:  Reducing plastic waste is a climate action.,en,,,,10616,epyaKiDo,8159,2,,915,uHScoMEq,14071,,,,uHScoMEq,14071,blackownedbusiness|change|climate|climatechange|cop27|cop27egypt|egypt|redbubble|redbubbleartists|redbubbleseller|saveearth|savetheplanet|sharm|sharm_elsheikh|sharmelsheikh|trending|tshirtlover|tshirtusa|worldwideshipping
608,1003,1667663944,epyaKiDo,RT @uHScoMEq:  Climate science benefits from global collaborations.,en,,,,10616,epyaKiDo,8159,2,,908,uHScoMEq,14071,,,,uHScoMEq,14071,blackownedbusiness|change|climate|climatechange|cop27|cop27egypt|egypt|redbubble|redbubbleartists|redbubbleseller|saveearth|savetheplanet|sharm|sharm_elsheikh|sharmelsheikh|trending|tshirtlover|tshirtusa|worldwideshipping
609,1006,1667663944,epyaKiDo,RT @uHScoMEq:  Renewable energy infrastructure creates jobs.,en,,,,10616,epyaKiDo,8159,2,,919,uHScoMEq,14071,,,,uHScoMEq,14071,blackownedbusiness|change|climate|climatechange|cop27|cop27egypt|egypt|redbubble|redbubbleartists|redbubbleseller|saveearth|savetheplanet|sharm|sharm_elsheikh|sharmelsheikh|trending|tshirtlover|tshirtusa|worldwideshipping
610,1007,1667664033,CtWlDRYv,RT @upxMXEDW: @wmtciBSg  The Arctic is experiencing rapid warming.,en,,,,11027,CtWlDRYv,1221,792,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
611,1009,1667664060,nwfNHSzW, Carbon pricing supports emissions reductions.,en,,,,11686,nwfNHSzW,3593,97,,,,,,,,,,climateactionwbg|cop27|lafriqueagitpourleclimat
612,1010,1667664076,ARqGQgwC,@VLwblBnR Climate change influences weather patterns.,en,,,,11611,ARqGQgwC,12346,172,,,,,105,ySrGaNFe,10713,VLwblBnR,10303,cop27|psg|trail
613,1012,1667664158,QjRnIfxF, Emissions trading systems curb carbon pollution.,en,,,,13439,QjRnIfxF,346,520,,,,,,,,,,cop27
614,1013,1667664332,ldIVTwBM,@NBkRXsAv @fOFEjKdp @ZjTqMAkg @ldIVTwBM @lOxZMQhs @gmNFeOkH Sustainable forestry practices protect ecosystems.,en,,,,11844,ldIVTwBM,52993,1147,,,,,989,JWICVRTv,14195,NBkRXsAv|fOFEjKdp|ZjTqMAkg|ldIVTwBM|lOxZMQhs|gmNFeOkH,10235|10979|11045|11844|13003|14224,cop27|françoissureau|langlang
615,1014,1667664349,ucCkUeIL,RT @vSEcgdwa: @iWGxhVHF  Climate action aids vulnerable communities.,en,,,,11609,ucCkUeIL,760,951,,1011,vSEcgdwa,10632,,,,iWGxhVHF|vSEcgdwa,10509|10632,changementclimatique|cop27
616,1018,1667664635,bWlucBqL,RT @upxMXEDW: @wmtciBSg  Clean energy sources enhance air quality.,en,,,,13347,bWlucBqL,7542,7340,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
617,1019,1667664670,oSUxTPwR,RT @JWICVRTv: @NBkRXsAv @fOFEjKdp @ZjTqMAkg @ldIVTwBM @lOxZMQhs  @gmNFeOkH Climate adaptation measures save lives.,en,,,,13793,oSUxTPwR,106,374,,989,JWICVRTv,14195,,,,NBkRXsAv|fOFEjKdp|ZjTqMAkg|ldIVTwBM|lOxZMQhs|JWICVRTv|gmNFeOkH,10235|10979|11045|11844|13003|14195|14224,cop27|françoissureau|langlang
618,1020,1667664724,QHNqfJPo, Renewable energy subsidies promote green power.,en,,,,13565,QHNqfJPo,44,132,,,,,739,XeYQZhCm,11040,,,climateaction|cop27|togetherforimplementation
619,1021,1667664820,OlrBUkjE,RT @vSEcgdwa: @iWGxhVHF  Climate data helps make informed decisions.,en,,,,12112,OlrBUkjE,142081,1607,,1011,vSEcgdwa,10632,,,,iWGxhVHF|vSEcgdwa,10509|10632,changementclimatique|cop27
620,1022,1667664905,FJhIHNUj,@spoguUrG Urban gardening reduces carbon footprints.,en,,,,11494,FJhIHNUj,13333,3133,,,,,,,,spoguUrG,13579,climat|cop27
621,1024,1667664961,elJqgfIv,RT @pVAXbsMP:  Climate discussions shape policy.,en,,,,12030,elJqgfIv,69,1162,,143,pVAXbsMP,13466,,,,pVAXbsMP,13466,cop27|environnement
622,1025,1667665008,fnYNHSBc,@GaslzThO @rfZsoBCb @UjIEQpNr Green infrastructure mitigates urban heat.,en,,,,14576,fnYNHSBc,3566,1189,,,,,,,,GaslzThO|rfZsoBCb|UjIEQpNr,10458|11043|12740,cop27
623,1026,1667665036,HlQRvDVk,RT @jPiWYztK:  Climate change impacts disasters.,en,,,,12152,HlQRvDVk,801,260,,724,jPiWYztK,12114,,,,jPiWYztK,12114,cdp27|cop27
624,1027,1667665143,ITJRguqk,RT @upxMXEDW: @wmtciBSg  Clean technology startups drive innovation.,en,,,,14586,ITJRguqk,102,298,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
625,1028,1667665208,mZjISDOV,@NBkRXsAv @ZjTqMAkg @ldIVTwBM @lOxZMQhs @gmNFeOkH Carbon pricing mechanisms include carbon taxes.,en,,,,13121,mZjISDOV,12091,136,,,,,,,,NBkRXsAv|ZjTqMAkg|ldIVTwBM|lOxZMQhs|gmNFeOkH,10235|11045|11844|13003|14224,clhebdo|cop27
626,1029,1667665251,dlwyTmeJ,RT @CdwpIFtE:  @fHAQrReO @XNPkgMIm @PJYHsKvr @xOXpPDHY @DolNsCVU @XROIVpkU Sustainable agriculture reduces emissions.,en,,,,11189,dlwyTmeJ,16712,2891,,566,CdwpIFtE,10314,,,,CdwpIFtE|fHAQrReO|XNPkgMIm|PJYHsKvr|xOXpPDHY|DolNsCVU|XROIVpkU,10314|10457|10976|11053|11966|13328|13881,climat|cop27
627,1030,1667665271,arTnfVlz,RT @tTOMlWsz:  Sustainable buildings conserve resources.,en,,,,11933,arTnfVlz,103,532,,990,tTOMlWsz,10422,,,,tTOMlWsz,10422,cocacola|cop27
628,1031,1667665402,GpXJmHjr,RT @VnmUyXKZ:  @kWLgJNTn Climate-friendly transportation includes public transit.,en,,,,12064,GpXJmHjr,1832,1592,,282,VnmUyXKZ,10370,,,,VnmUyXKZ|kWLgJNTn,10370|12834,arep|cop27
629,1032,1667665413,otCbKBRM,RT @XFBWkOlr:  Renewable energy grants support innovation.,en,,,,12851,otCbKBRM,2925,1687,,1023,XFBWkOlr,13589,,,,XFBWkOlr,13589,cop27|emmanuelmacron|routedurhum2022
630,1034,1667665475,GtPeEjuw,RT @QUxXMslc: @SYMJXyOT  @FPWTIUyL Carbon accounting tracks emissions.,en,,,,13343,GtPeEjuw,395,251,,1015,QUxXMslc,13641,,,,SYMJXyOT|QUxXMslc|FPWTIUyL,13444|13641|14144,aviation|cop27|schiphol|sosvoorhetklimaat
631,1035,1667665569,oTUtQsPi,RT @pVAXbsMP:  Climate adaptation plans focus on resilience.,en,,,,11361,oTUtQsPi,5400,4877,,143,pVAXbsMP,13466,,,,pVAXbsMP,13466,cop27|environnement
632,1036,1667665590,kwjRiXYt, Wind turbines generate clean electricity.,en,,,,13303,kwjRiXYt,44,157,,,,,867,inRtEOCT,11479,,,climat|cop27
633,1038,1667665728,pXojkRHW,RT @meIhSOqi:  Climate agreements set emission reduction targets.,en,,,,11424,pXojkRHW,477,1655,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
634,1040,1667665800,BgHlxdwR,@bBEplvOA Geothermal heating and cooling reduce energy use.,en,,,,10754,BgHlxdwR,25765,1983,,,,,,,,bBEplvOA,12603,cop27|polcan|syndcan
635,1041,1667665833,mfAsrBcV,@kbKWmyPe @GsbeajzB @GmbIjtOe @qrxkHtDb Sustainable practices protect endangered species.,en,mfAsrBcV,12358,103,12358,mfAsrBcV,5155,559,,,,,264,bGLDuKZp,10021,kbKWmyPe|GsbeajzB|GmbIjtOe|qrxkHtDb,10397|11362|13365|14796,cop27|immigration|musk
636,1042,1667665877,DvTCLucP,@KGTSosxe Green spaces enhance urban environments.,en,,,,10029,DvTCLucP,2526,544,,,,,894,UdzXNTOe,12221,KGTSosxe,14076,cop27|macron|rdr2022|égypte
637,1043,1667665911,GbYtTmKC,RT @lZiPXCKx:  Climate change impacts natural disasters.,en,,,,14302,GbYtTmKC,1448,4987,,241,lZiPXCKx,12076,,,,lZiPXCKx,12076,climat|cop27|egypte
638,1044,1667666008,gdZUxAyC, Clean technology startups drive innovation.,en,gdZUxAyC,10639,1037,10639,gdZUxAyC,759,638,,,,,,,,,,climat|co2|cop27|france|macron|quebec|rechauffementclimatique
639,1045,1667666016,gMJROerE,RT @JWICVRTv: @NBkRXsAv @fOFEjKdp @ZjTqMAkg @ldIVTwBM @lOxZMQhs  @gmNFeOkH Carbon-free energy sources are the future.,en,,,,11411,gMJROerE,306,578,,989,JWICVRTv,14195,,,,NBkRXsAv|fOFEjKdp|ZjTqMAkg|ldIVTwBM|lOxZMQhs|JWICVRTv|gmNFeOkH,10235|10979|11045|11844|13003|14195|14224,cop27|françoissureau|langlang
640,1046,1667666034,arTnfVlz,RT @meIhSOqi:  Climate refugees require support and protection.,en,,,,11933,arTnfVlz,103,532,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
641,1047,1667666057,XHwriJOA,@pTexlmvU @jqeXQdhE Climate science informs public policy.,en,,,,14064,XHwriJOA,572,540,,,,,,,,pTexlmvU|jqeXQdhE,12828|14565,cop27
642,1048,1667666221,RsPFDKNt,RT @kezEBWuK:  Sustainable transportation options reduce traffic congestion.,en,,,,11661,RsPFDKNt,612,395,,920,kezEBWuK,13871,,,,kezEBWuK,13871,cop27
643,1049,1667666286,PVMJnZsv,RT @ktnuxCYU: @brwpJfny  @TAZiqlyG Carbon pricing mechanisms include carbon taxes.,en,,,,14685,PVMJnZsv,1799,755,,971,ktnuxCYU,10816,,,,brwpJfny|ktnuxCYU|TAZiqlyG,10471|10816|11716,cdanslair|chine|climat|cop|cop27|environnement|inondation|secheresse
644,1050,1667666334,yiOgxZzP,RT @upxMXEDW: @wmtciBSg  Climate change affects ecosystems and biodiversity.,en,,,,14736,yiOgxZzP,31,258,,269,upxMXEDW,14820,,,,wmtciBSg|upxMXEDW,12161|14820,climatechange|cop27|ipcc|summaryforall
645,1052,1667666394,lvbWUrGF,RT @fghbPQei:  @iFyulgWm Eco-friendly gardening practices benefit the environment.,en,,,,11325,lvbWUrGF,215,169,,676,fghbPQei,10939,,,,fghbPQei|iFyulgWm,10939|11454,cop27
646,1053,1667666550,yVBxGMRC,RT @BAkXnMdQ: @sIGrtXUq @JRjDTLnZ  Renewable energy cooperatives promote community involvement.,en,,,,12313,yVBxGMRC,14754,1824,,669,BAkXnMdQ,13956,,,,sIGrtXUq|JRjDTLnZ|BAkXnMdQ,10692|11862|13956,charmelcheikh|cop27|égypte
647,1054,1667666688,QWwfmdvy,RT @fHzNeOpC: @kbKWmyPe @GsbeajzB @GmbIjtOe  @qrxkHtDb Climate adaptation plans enhance disaster resilience.,en,,,,14745,QWwfmdvy,1214,4945,,691,fHzNeOpC,13745,,,,kbKWmyPe|GsbeajzB|GmbIjtOe|fHzNeOpC|qrxkHtDb,10397|11362|13365|13745|14796,cop27|immigration|musk
648,1056,1667666853,mIHoEBbN,RT @ezwHPgDy: @FnoxYdqk  Solar energy harnesses sunlight for power.,en,,,,12374,mIHoEBbN,96,54,,259,ezwHPgDy,12958,,,,FnoxYdqk|ezwHPgDy,12502|12958,cop27
649,1057,1667666873,unaFfiWd,RT @ktnuxCYU: @brwpJfny  @TAZiqlyG Climate action is a collective responsibility.,en,,,,12826,unaFfiWd,4540,2869,,971,ktnuxCYU,10816,,,,brwpJfny|ktnuxCYU|TAZiqlyG,10471|10816|11716,cdanslair|chine|climat|cop|cop27|environnement|inondation|secheresse
650,1058,1667666880,OCstbrFP,RT @ktnuxCYU: @brwpJfny  @TAZiqlyG Carbon footprint reduction is achievable.,en,,,,11734,OCstbrFP,1512,11,,971,ktnuxCYU,10816,,,,brwpJfny|ktnuxCYU|TAZiqlyG,10471|10816|11716,cdanslair|chine|climat|cop|cop27|environnement|inondation|secheresse
651,1059,1667666914,XdiYkroj,RT @HsnLlkVG: @TFLHZMiv @XeYQZhCm @FxtPKfON  @TtDXjolw @nAvOmQEx @mYzyqDhk Climate-smart agriculture practices improve yields.,en,,,,11851,XdiYkroj,508,199,,1039,HsnLlkVG,11358,,,,TFLHZMiv|XeYQZhCm|FxtPKfON|HsnLlkVG|TtDXjolw|nAvOmQEx|mYzyqDhk,10133|11040|11098|11358|11832|13491|13550,afrique|climat|cop27|economie|egypte|environnement|politique
652,1060,1667666959,xZRQgLmf,@ Green building materials reduce environmental impact.,en,iFyulgWm,11454,652,13549,xZRQgLmf,0,50,,,,,,,,iFyulgWm,11454,cop27
653,1061,1667667013,FoGBzyRj,@eNZCsIfO @XeYQZhCm @FoGBzyRj @jqeXQdhE Climate-friendly transportation includes electric scooters.,en,,,,11399,FoGBzyRj,124,2,,,,,,,,eNZCsIfO|XeYQZhCm|FoGBzyRj|jqeXQdhE,10993|11040|11399|14565,cop27|cop27egypt|roadtocop27|sharmelsheikh|togetherforimplementation|???_??????|???_??????_???_2022|???_??????_???_????
654,1063,1667667200,kYhDRETA,RT @IweAzUry:  Offsetting emissions with tree planting is effective.,en,,,,14465,kYhDRETA,24,216,,881,IweAzUry,13797,,,,IweAzUry,13797,actionclimatique|cop27|criseclimatique
655,1064,1667667282,AEUNhCog,RT @LKDyXSCG:  Climate data guides informed decisions.,en,,,,12626,AEUNhCog,3320,3282,,716,LKDyXSCG,11425,,,,LKDyXSCG,11425,cop27|stopeacop
656,1065,1667667289,LJbQURtC,RT @MuFodvgt:  Renewable energy infrastructure drives job creation.,en,,,,13256,LJbQURtC,1743,1560,,218,MuFodvgt,11432,,,,MuFodvgt,11432,cop27
657,1066,1667667293,mwDUdBSW,RT @vBfMyezH:  The Arctic is experiencing rapid warming.,en,,,,13233,mwDUdBSW,3038,1943,,853,vBfMyezH,10261,,,,vBfMyezH,10261,cop27|thecallofduty|thefaceofchange
658,1068,1667667383,eTUNrYfx,@XeYQZhCm @elMVKraZ @coKtRzjV @DowArBjX @QUxXMslc Carbon pricing supports emissions reductions.,en,,,,13461,eTUNrYfx,2970,2433,,,,,,,,XeYQZhCm|elMVKraZ|coKtRzjV|DowArBjX|QUxXMslc,11040|11946|12400|12617|13641,bitume|canada|climat|cop27|guilbeault|polqc
659,1069,1667667386,BCKmzYLE,RT @MNbHUgRa:  Climate change impacts weather patterns.,en,,,,11152,BCKmzYLE,4931,1035,,216,MNbHUgRa,10599,,,,MNbHUgRa,10599,cop27|notedelacolline
660,1070,1667667508,mtCiaopg,RT @cCqmOjuX: @NRCnzYQp  Emissions trading systems curb carbon pollution.,en,,,,11342,mtCiaopg,1754,1560,,542,cCqmOjuX,11674,,,,NRCnzYQp|cCqmOjuX,10880|11674,cop27
661,1072,1667667565,jFESGxqD,RT @QUxXMslc: @SYMJXyOT  @FPWTIUyL Sustainable forestry practices protect ecosystems.,en,,,,13955,jFESGxqD,119,107,,1015,QUxXMslc,13641,,,,SYMJXyOT|QUxXMslc|FPWTIUyL,13444|13641|14144,aviation|cop27|schiphol|sosvoorhetklimaat
662,1073,1667667567,srtNcFYD,RT @PHKSBAgl: @rmTCkXYx  Climate action benefits vulnerable communities.,en,,,,10500,srtNcFYD,552,217,,984,PHKSBAgl,13901,,,,rmTCkXYx|PHKSBAgl,10188|13901,cop27|egypte
663,1074,1667667613,KwGJOXan,RT @ldIVTwBM: @NBkRXsAv @fOFEjKdp @ZjTqMAkg  @lOxZMQhs @gmNFeOkH Climate change is a global challenge we must address.,en,,,,13083,KwGJOXan,25070,3362,,1013,ldIVTwBM,11844,,,,NBkRXsAv|fOFEjKdp|ZjTqMAkg|ldIVTwBM|lOxZMQhs|gmNFeOkH,10235|10979|11045|11844|13003|14224,cop27|françoissureau|langlang
664,1075,1667667614,iyEcAjhY,RT @LKDyXSCG:  Rising temperatures affect our planet's ecosystems.,en,,,,10163,iyEcAjhY,678,1062,,716,LKDyXSCG,11425,,,,LKDyXSCG,11425,cop27|stopeacop
665,1076,1667667670,CLsJqSRO,RT @nwfNHSzW:  Melting ice caps are a sign of the changing climate.,en,,,,13529,CLsJqSRO,1775,2448,,859,nwfNHSzW,11686,,,,nwfNHSzW,11686,afrique|climateactionwbg|cop27|lafriqueagitpourleclimat
666,1078,1667667785,yNUMgHmo,RT @meIhSOqi:  Sea levels are rising due to climate change.,en,,,,11799,yNUMgHmo,2296,2337,,728,meIhSOqi,13079,,,,meIhSOqi,13079,cop27
